Place,Name Variant,Diocese,Institution,Office,Column_num,Reference
Strassburg,Argentinen.,,,vic. episc.,94,
Strassburg,Argentinen.,,,mensa episc.,"54, 81",
Strassburg,Argentinen.,,eccl.,,54,
Strassburg,Argentinen.,,eccl.,prepos.,232,
Strassburg,Argentinen.,,eccl.,decan.,"54, 179",
Strassburg,Argentinen.,,eccl.,archidiacon.,"179, 203",
Strassburg,Argentinen.,,eccl.,subcamerar.,367,
Strassburg,Argentinen.,,eccl.,thesaurar.,329,
Strassburg,Argentinen.,,eccl.,portarius,203,
Strassburg,Argentinen.,,eccl.,can.,"123, 179",
Strassburg,Argentinen.,,eccl.,vic.,"54, 203, 236, 254, 280, 290",
Strassburg,Argentinen.,,eccl.,choriclerici,54,
Strassburg,Argentinen.,,eccl.,summisaria chori,93,
Strassburg,Argentinen.,,eccl.,alt. (capel.),"118, 120, 292",
Strassburg,Argentinen.,,eccl. s. Petri iunioris,,54,
Strassburg,Argentinen.,,eccl. s. Petri iunioris,prepos.,"237, 345",
Strassburg,Argentinen.,,eccl. s. Petri iunioris,decan.,"45, 53",
Strassburg,Argentinen.,,eccl. s. Petri iunioris,can.,"45, 53, 65, 118, 180, 192, 202, 237, 243, 345",
Strassburg,Argentinen.,,eccl. s. Petri iunioris,capit.,"53, 237",
Strassburg,Argentinen.,,eccl. ss. Petri et Michaelis,,54,
Strassburg,Argentinen.,,eccl. ss. Petri et Michaelis,thesaurar.,340,
Strassburg,Argentinen.,,eccl. ss. Petri et Michaelis,can.,"74, 236, 292, 340",
Strassburg,Argentinen.,,eccl. s. Thome,,54,
Strassburg,Argentinen.,,eccl. s. Thome,prepos.,"54, 68, 72, 92, 150",
Strassburg,Argentinen.,,eccl. s. Thome,decan.,92,
Strassburg,Argentinen.,,eccl. s. Thome,cantor.,68,
Strassburg,Argentinen.,,eccl. s. Thome,can.,"13, 45, 54, 68, 72, 73, 127, 128, 150, 188, 202, 209, 216, 256, 292, 345",
Strassburg,Argentinen.,,eccl. s. Thome,capit.,"68, 92, 150",
Strassburg,Argentinen.,,eccl. s. Thome,alt.,"185, 186",
Strassburg,Argentinen.,,par. eccl.,,54,
Strassburg,Argentinen.,,par. eccl. s. Nicolai ultra Bruscam (Breusch),,250,
Strassburg,Argentinen.,,mon. s. Agnetis o. s. B. (o. s. A.),,75,
Strassburg,Argentinen.,,mon. s. Agnetis o. s. B. (o. s. A.),monial.,143,
Strassburg,Argentinen.,,mon. s. Clare e. m.,,75,
Strassburg,Argentinen.,,dom. fr. ord. Min. et Pred.,,54,
Strassburg,Argentinen.,,,presb.,"237, 250, 256, 335",
Strassburg,Argentinen.,,,subdiacon.,"200, 237",
Strassburg,Argentinen.,,,cler.,"74, 118, 150, 186, 202, 209, 216, 219, 340",
Strassburg,Argentinen.,,,subcollect.,120,
Strassburg,Argentinen.,,,sigillifer et examinator curie iudicialis,219,
Strassburg,Argentinen.,,,armig.,143,
Strassburg,Argentinen.,,,mil.,73,
Strassburg,Argentinen.,,,domic.,"37, 143",
Strassburg,Argentinen.,,,laici,"107, 123, 139, 314",
Strassburg,Argentinen.,,,civit.,337,
Straubing,"Strawbing, Straubinga",Ratisp. dioc.,,opid.,"91, 304",
Stromberg,"Stroemberg, Stroemberch",Monast. dioc.,par. eccl.,,246,
Stuhlfelden,Stulueden,Salzb. dioc.,par. eccl.,,126,
Sulzbach,Sultzbach,Argent. dioc.,par. eccl.,,200,
"Sulzberg, Val di Sole","Valsunna, Vallis solis",Trident. dioc.,par. eccl. s. Vigilii,,279,
Sunbronnen,,,,,,Siebenbronn
Sunden.,,,,,,Stralsund
Sunderhofen,,,,,,Sonderhofen
Superior Berghe,,,,,,Oberberge
Superior-Ingelnheim,,,,,,Ober-Ingelnheim
Superiorlanstein,,,,,,Oberlahnstein
Surburg,,Argent. dioc.,eccl. s. Arbogasti (ss. Martini et Erbogasti),prepos.,73,
Surburg,,Argent. dioc.,eccl. s. Arbogasti (ss. Martini et Erbogasti),decan.,341,
Surburg,,Argent. dioc.,eccl. s. Arbogasti (ss. Martini et Erbogasti),cellerar.,"13, 127, 128, 219",
Surburg,,Argent. dioc.,eccl. s. Arbogasti (ss. Martini et Erbogasti),can.,"13, 165",
Surburg,,Argent. dioc.,eccl. s. Arbogasti (ss. Martini et Erbogasti),capit.,"73, 341",
"Susacien., Suzacien.",,,,,,Soest
Süssenheim,Susenham,Aquil. dioc.,par. eccl. s. Jacobi,,341,
Susteren,,Leod. dioc.,par. eccl.,,176,
Susteren,,Leod. dioc.,mon. o. s. B.,can.,176,
Sutrop,Suttorp,Colon. dioc.,par. eccl.,,176,
Suecia,,,,,,Schweden
Swabenhusen,,,,,,Schwabhausen
Swarczenberg,,,,,,Schwarzenberg
Swauestede,,,,,,Schwabstedt
Swartzach,,,,,,Schwarzach
Swartzpurg,,,,,,Schwarzburg
Swebriet,,,,,,Schwebenried
Swerin.,,,,,,Schwerin
Swidenicz,,,,,,Schweidnitz
Swine,Swyne,Roskild. dioc.,,insula,124,
Swolle,,,,,,Zwolle
Syberg.,,,,,,Siegberg
Syburg,Syborch,Colon. dioc.,par. eccl.,,"44, 71",
Sydonien.,,,,,,Sidon
Syernick,,,,,,Sierning
Syon,,,,,,Sion
Syprigehusen,,,,,,Sipperhausen
Syradia,,,,,,Sieradz
Szadek,,Gnezn. dioc.,par. eccl.,,289,
Taldorf,,,,,,Thaldorf
"Talkerchen, Talkirchen",,,,,,Bergheim
Tamsweg,"Themswig, Thengwig",Salzb. dioc.,par. eccl.,,297,
Tangermünde,Tanghermunden.,Halberst. dioc.,eccl. ss. Johannis bapt. et evang.,,342,
Tangermünde,Tanghermunden.,Halberst. dioc.,eccl. ss. Johannis bapt. et evang.,prepos.,"18, 342",
Tangermünde,Tanghermunden.,Halberst. dioc.,par. eccl. s. Stephani in suburbio,,"275, 342",
Tarbaten.,,,,,,Dorpat
Tassulum,,,,,,Nonsberg
Teck,Deck,,,dux,"188, 261, 358",
Teck,Deck,,,ducissa,358,
Tecklenburg,"Thekennenborch, Tekeneborch",Osnab. dioc.,,cometa,145,
Tecklenburg,"Thekennenborch, Tekeneborch",Osnab. dioc.,,civit.,220,
Tegernheim,"Teghneim, Tengernheim",Ratisp. dioc.,par. eccl.,,"240, 323",
Telfs,,Brixin. dioc.,par. eccl.,,126,
Tempzin,Tempczin,Zwerin. dioc.,dom. s. Antonii o. s. A.,preceptor.,307,
Tempzin,Tempczin,Zwerin. dioc.,dom. s. Antonii o. s. A.,can.,307,
Tengen,Tenginde,Const. dioc.,,baron.,340,
Tengernheim,,,,,,Tegernheim
Tennstedt,Maiortenstede,Magunt. dioc.,par. eccl.,,40,
Tenwangen,,,,,,Dewang
Termopolen.,,,,,,Thermopyle
Terouane,Morinen.,,,dioc.,127,
Teschen,Teschinen.,,,dux,69,
Tettenwang,"Teswang, Tesswang",Ey-stet. dioc.,par. eccl.,,"42, 210",
Tettingen,Tetengneyo,Trev. dioc.,par. eccl.,,46,
"Teuerstadt, Tewrstat",,,,,,Bamberg
Thaldorf,Taldorf,Const. dioc.,par. eccl.,,360,
Thalonien,,,,ep.,58,
Thannkirchen,Dankirchen,Frising. dioc.,par. eccl.,,354,
Theben,Thebanen.,,,ep.,360,
Thekennenborch,,,,,,Tecklenburg
"Themswig, Thengwig",,,,,,Tamsweg
Thenuangen,,,,,,Dewang
Theonisuilla,,,,,,Diedenhofen
Therheynrixkinder,,,,,,s’Heerhendrikskinder
Thermopyle,Termopolen.,,,ep.,360,
Thierhaupten,Caputferrarum,August. dioc.,mon. o. s. B.,monach.,23,
Thierstein,Tierstein,Nuemb. dioc.,,castrum,13,
Thimoni(s)uilla,,,,,,Diedenhofen
Tholen,Tolne,Leod. dioc.,eccl. b. Marie,can.,218,
Thorn,Thoren.,Leod. dioc.,mon. o. s. B.,can.,176,
Thrandanes,,Nidros. dioc.,par. eccl.,,196,
Thüngenthal,Tungental,Herbipol. dioc.,par. eccl.,,269,
Thurck,,,,,,Turck
Thuricen.,,,,,,Zürich
Thüringen,Thuringia,,,lantgravii,"12, 373",
Thüringen,Thuringia,,,terra,89,
Tichern,,,,,,Tüchern
Tierstein,,,,,,Thierstein
Tietlingen,,,,,,Dietlingen
Tiner,,,,,,Tyner
Tirol,Trealli,,,com.,"192, 210",
Tisens,"Tysana, Tysens",Trident. dioc.,par. eccl.,,"226, 250",
Toggenburg,,,,com.,122,
Tolne,,,,,,Tholen
Tolosan.,,,,,,Toulouse
Tongern,Tongren.,Leod. dioc.,eccl.,prepos.,303,
Tongern,Tongren.,Leod. dioc.,eccl.,can.,318,
Torgau,Torgaw,Misn. dioc.,,baron.,247,
Tornacen.,,,,,,Tournay
Toul,Tullen.,,,ep.,"201, 292",
Toul,Tullen.,,eccl.,decan.,102,
Toul,Tullen.,,eccl.,can.,"70, 85, 102, 180, 194, 229, 335",
Toul,Tullen.,,eccl.,capit.,201,
Toul,Tullen.,,,presb.,"199, 342",
Toul,Tullen.,,,cler.,"201, 229, 268",
Toul,Tullen.,,,dioc.,"85, 194, 201, 235, 336, 371",
Toulouse,Tolosan.,,,aep. et capit. eccl.,336,
Toulouse,Tolosan.,,,dioc.,"114, 400",
Tour,Turonen.,,eccl. b. Martini,dign.,102,
Tour,Turonen.,,eccl. b. Martini,can.,102,
Tour,Turonen.,,mon. Maiorismonasterii o. s. B. e. m.,abb. et conv.,275,
Tour,Turonen.,,,provincia,21,
Tour,Turonen.,,,ducissa,271,
Tournay,Tornacen.,,,ep.,291,
Tournay,Tornacen.,,,vic. gen.,291,
Tournay,Tornacen.,,eccl.,dign.,102,
Tournay,Tornacen.,,eccl.,can.,"13, 60, 102",
Tournay,Tornacen.,,,dioc.,"60, 185, 203",
Traiecten.,,,,,,"Maastricht, Utrecht"
Traismauer,Traysenmawr,Patav. dioc.,par. eccl.,,358,
Tramin,Tramenum,Trident. dioc.,capel. ss. Quirici et Julete,,356,
Tramin,Tramenum,Trident. dioc.,,villa,356,
Trapezunt,,,,ep.,"23, 303",
Traubach,Grafen- oder Holz-Tr.? Trawpach,Ratisp. dioc.,par. eccl.,,395,
Traunkirchen,Trawnkirchen,Patav. dioc.,par. eccl. s. Marie,,29,
Traunkirchen,Trawnkirchen,Patav. dioc.,mon. o. s. B.,,29,
Traysenmawr,,,,,,Traismauer
Trealli,,,,,,Tirol
"Trebere, Trebra",,,,,,Nieder-Trebra
Trebnitz,Trebnicen.,Wratisl. dioc.,mon. Cist. ord.,abb. et conv.,295,
Trebnitz,Trebnicen.,Wratisl. dioc.,mon. Cist. ord.,alt. in eccl.,"127, 256",
Tremonia,,,,,,Dortmund
Treptow a. R,Treptow,Camin. dioc.,par. eccl. in Wiskow e. m.,,253,
Treptow a. R,Treptow,Camin. dioc.,,op. nouum,253,
Treuenbrietzen,Bretzen,Brandeb. dioc.,par. eccl.,,342,
Treveren.,,,,,,Trier
Tribsees,"Tribuxeten., Tribuzes",Zwerin. dioc.,par. eccl.,,196,
Tribsees,"Tribuxeten., Tribuzes",Zwerin. dioc.,,archidiacon.,86,
Tribur,,Magunt. dioc.,par. eccl.,,24,
Trient,Tridentin.,,,ep.,"13, 77, 124, 233",
Trient,Tridentin.,,,vic. gen.,356,
Trient,Tridentin.,,eccl.,decan.,"52, 181, 219, 356",
Trient,Tridentin.,,eccl.,can.,"52, 126, 219, 250, 389, 394",
Trient,Tridentin.,,eccl.,capit.,"250, 356, 394",
Trient,Tridentin.,,eccl.,vic.,260,
Trient,Tridentin.,,eccl.,alt.,"283, 356",
Trient,Tridentin.,,,cler.,"119, 241, 260",
Trient,Tridentin.,,,dioc.,"90, 359",
Trient,Tridentin.,,,collector,359,
Trient,Tridentin.,,,armig.,255,
Trient,Tridentin.,,,mil.,318,
Trient,Tridentin.,,,opid.,"283, 356",
Trient,Tridentin.,,,laici,"38, 77, 160",
Trient,Tridentin.,,,civit.,259,
Trier,Treveren.,,,aep.,"180, 366",
Trier,Treveren.,,eccl.,can.,"28, 194",
Trier,Treveren.,,eccl.,vic.,"8, 28",
Trier,Treveren.,,eccl. s. Paulini e. m.,can.,"8, 28, 215",
Trier,Treveren.,,eccl. s. Symeonis,can.,"8, 28",
Trier,Treveren.,,mon. s. Maximini o. s. B. e. m.,abb.,"258, 395",
Trier,Treveren.,,mon. s. Maximini o. s. B. e. m.,monach.,258,
Trier,Treveren.,,,presb.,319,
Trier,Treveren.,,,cler.,"46, 62, 101, 134, 157, 169, 183, 231, 274, 387, 393, 395",
Trier,Treveren.,,,provincia,"271, 307, 365",
Trier,Treveren.,,dom. s. Antonii,,"30, 59, 131",
Trier,Treveren.,,,legatus,"21, 306",
Trier,Treveren.,,,collector,27,
Trier,Treveren.,,,mil.,391,
Trossingen,Trohsingen,Const. dioc.,eccl.,decan.,328,
Trossingen,Trohsingen,Const. dioc.,par. eccl.,,328,
Tronstat,,,,,,Trunstadt
Trub,,Const. dioc.,mon. o. s. B.,,357,
Trunstadt,Tronstat,Herbipol. dioc.,par. eccl.,,276,
Tüchern,Tichern,Aquil. dioc.,par. eccl.,,355,
Tuchfeld,Tuffelde,Minden. dioc.,capel. b. Marie,,174,
Tuicien.,,,,,,Deutz
Tuil,Tuul,Traiect. dioc.,par. eccl.,,350,
Tumstorff,,,,,,Dunsdorf
Tullen.,,,,,,Toul
Tunauweschingen,,,,,,Donaueschingen
Tündern,Tundern,Minden. dioc.,par. eccl.,,56,
Tungental,,,,,,Thüngenthal
Turek,Thurek,Gnezn. dioc.,par. eccl.,,142,
Turnten,,,,,,Dürnten
Turonen.,,,,,,Tour
Tusculan.,,,,,,Frascati
Twente,Twenthia,,,terra,145,
Tyner,Tiner,Aquil. dioc.,par. eccl. s. Martini,,"53, 170, 278",
"Tysens, Tysana",,,,,,Tisens
Tzerstede,,,,,,Sarstedt
Tzeuana,,,,,,Zeven
Uden,Vde,Colon. dioc.,par. eccl.,,299,
Udine,Vtinen.,Aquil. dioc.,eccl.,mansionarius,354,
Vezleuben,,,,,,Ützleben
Vfderambach,,,,,,Rambach
Ulm,,Const. dioc.,mon. o. s. A. in Insulis in Wengen,prepos.,8,
Ulm,,Const. dioc.,mon. o. s. A. in Insulis in Wengen,can.,8,
Ulm,,Const. dioc.,mon. o. s. A. in Insulis in Wengen,capit.,8,
Ulm,,Const. dioc.,,vic. Trium Regum,86,
Ulm,,Const. dioc.,,opid.,160,
St. Ulrich,,Salzb. dioc.,par. eccl. s. Vdalrici,,285,
Ulrichskirchen,Vlreichskirchen,Patav. dioc.,par. eccl.,,332,
Ülzen,Vlsen,Verden. dioc.,par. eccl. (prepos. ruralis),,144,
Ungarn,Hungaria,,,rex,"47, 70, 111, 113, 238, 251, 306, 320, 328, 334, 342, 347, 368",
Ungarn,Hungaria,,,regina,"59, 61, 368",
Ungarn,Hungaria,,,regnum,"17, 47, 53, 63, 69, 70, 324, 335",
Uniejów,"Vnieuien., Vneyouien., Vnegen.",Gnezn. dioc.,eccl. (s. Floriani),prepos.,30,
Uniejów,"Vnieuien., Vneyouien., Vnegen.",Gnezn. dioc.,eccl. (s. Floriani),can.,"200, 339",
Uniejów,"Vnieuien., Vneyouien., Vnegen.",Gnezn. dioc.,,archidiacon.,358,
Unter-Reitnau,"Niderratenow, Nidder- raitenow",Const. dioc.,par. eccl.,,257,
Vpdengrauen,,,,,,Bislich
St. Urban,,Const. dioc.,mon. s. Urbani Cist. ord.,abb. et conv.,203,
Vrbs,,,,,,Rom
Ürdingen,Vrdingen,Colon. dioc.,,opid.,197,
Uri,Vrannen,Const. dioc.,,"incole, decime",361,
Vrs,,,,,,Irschen
Ursberg,Vrsenperg,Frising. dioc.,par. eccl.,,262,
Vtinen.,,,,,,Udine
Utrecht,Traiecten.,,,ep.,"5, 43, 108, 115, 130, 161, 227, 267, 313, 319, 343, 355, 368",
Utrecht,Traiecten.,,,chorep.,"267, 313",
Utrecht,Traiecten.,,eccl.,,"29, 355",
Utrecht,Traiecten.,,eccl.,prepos.,"154, 227, 319, 341, 373",
Utrecht,Traiecten.,,eccl.,decan.,319,
Utrecht,Traiecten.,,eccl.,archidiacon.,"154, 227, 319, 341",
Utrecht,Traiecten.,,eccl.,dign.,"318, 325",
Utrecht,Traiecten.,,eccl.,can.,"13, 20, 21, 29, 60, 66, 77, 127, 128, 154, 161, 173, 199, 202, 251, 313, 318, 319, 324, 325, 341, 373",
Utrecht,Traiecten.,,eccl.,capit.,"5, 108, 161, 267, 313, 319, 355",
Utrecht,Traiecten.,,eccl.,vic.,"136, 258, 347",
Utrecht,Traiecten.,,eccl. s. Johannis,prepos.,215,
Utrecht,Traiecten.,,eccl. s. Johannis,dign.,303,
Utrecht,Traiecten.,,eccl. s. Johannis,can.,"21, 29, 130, 236, 258, 303, 319, 343",
Utrecht,Traiecten.,,eccl. s. Johannis,capit.,215,
Utrecht,Traiecten.,,eccl. s. Johannis,vic.,44,
Utrecht,Traiecten.,,eccl. b. Marie,prepos.,"132, 181, 218",
Utrecht,Traiecten.,,eccl. b. Marie,can.,"20, 27, 29, 161, 162, 177, 194, 225, 258, 303, 351",
Utrecht,Traiecten.,,eccl. b. Marie,vic. (benef.),"15, 29, 44",
Utrecht,Traiecten.,,eccl. b. Marie,alt.,29,
Utrecht,Traiecten.,,eccl. ss. Petri et Pauli,prepos.,390,
Utrecht,Traiecten.,,eccl. ss. Petri et Pauli,scholast.,313,
Utrecht,Traiecten.,,eccl. ss. Petri et Pauli,dign.,313,
Utrecht,Traiecten.,,eccl. ss. Petri et Pauli,can.,"136, 137, 233, 247, 402",
Utrecht,Traiecten.,,eccl. s. Saluatoris,,347,
Utrecht,Traiecten.,,eccl. s. Saluatoris,prepos.,"42, 47, 61, 95, 105, 267, 368, 372",
Utrecht,Traiecten.,,eccl. s. Saluatoris,decan.,14,
Utrecht,Traiecten.,,eccl. s. Saluatoris,thesaurar.,356,
Utrecht,Traiecten.,,eccl. s. Saluatoris,dign.,318,
Utrecht,Traiecten.,,eccl. s. Saluatoris,can.,"14, 21, 251, 255, 318, 319, 372",
Utrecht,Traiecten.,,eccl. s. Saluatoris,capit.,"42, 47, 62, 95, 105, 267, 355, 368, 372",
Utrecht,Traiecten.,,eccl. s. Saluatoris,vic.,"18, 62",
Utrecht,Traiecten.,,eccl. s. Saluatoris,alt.,44,
Utrecht,Traiecten.,,"par. eccl. b. Marie, Burkerke (Buerkerch)",,"15, 251",
Utrecht,Traiecten.,,par. eccl. s. Mathie,,256,
Utrecht,Traiecten.,,par. eccl. s. Nicolai,,"130, 343",
Utrecht,Traiecten.,,parochia s. Martini de Aggere,,356,
Utrecht,Traiecten.,,capel. s. Crucis,,347,
Utrecht,Traiecten.,,mon. s. Pauli,monach.,373,
Utrecht,Traiecten.,,mon. s. Laurentii in Oestbroek (Oostbroek) e. m.,vic. in capel.,129,
Utrecht,Traiecten.,,mon. o. s. B. in Oudwika (Oudwijk) e. m.,monial.,112,
Utrecht,Traiecten.,,dom. fr. Min.,,355,
Utrecht,Traiecten.,,hosp. s. Johannis Ierosol.,preceptor.,56,
Utrecht,Traiecten.,,,presb.,"43, 108, 119, 134, 311, 316, 343, 344, 347, 355, 363, 373, 393, 400",
Utrecht,Traiecten.,,,subdiacon.,47,
Utrecht,Traiecten.,,,cler.,"14, 25, 55, 59, 61, 105, 108, 119, 130, 131, 136, 154, 158, 161, 165, 177, 181, 185, 194, 207, 213, 224, 235, 236, 252, 255, 258, 265, 267, 277, 289, 299, 310, 311, 336, 345, 347, 350, 351, 367, 371, 373, 374, 387, 392, 402",
Utrecht,Traiecten.,,,fr. ord. Min.,229,
Utrecht,Traiecten.,,,dioc.,"140, 203",
Utrecht,Traiecten.,,,collector,"202, 356",
Utrecht,Traiecten.,,,subcollect.,173,
Utrecht,Traiecten.,,,offic.,130,
Utrecht,Traiecten.,,,armig.,"98, 107, 133, 240, 259",
Utrecht,Traiecten.,,,mil.,"65, 113, 252, 254, 355, 371",
Utrecht,Traiecten.,,,baron.,362,
Utrecht,Traiecten.,,,domic.,"65, 75, 348, 370",
Utrecht,Traiecten.,,,opid.,320,
Utrecht,Traiecten.,,,laici,"47, 75, 143, 180, 290, 297, 301, 321, 337, 348, 350, 356, 371, 372",
Utrecht,Traiecten.,,,civit.,356,
Ützleben,Vezleuben,Halberst. dioc.,,archidiacon.,204,
Val di Non,,,,,,Nonsberg
Val di Sole,,,,,,Sulzberg
Val de Villè,,,,,,Weilerthal
Valenciennes,Valenthene,Camerac. dioc.,par. eccl. s. Gaugerici,,60,
Valkinreid,,,,,,Walkenried
Valle di Ledro,Vallisleodri,Trident. dioc.,par. eccl. s. Marie,,293,
Valleshausen,,,,,,Walleshausen
Vallessarnar.,,,,,,Vaux-de-Cernay
Vallis Ananie,,,,,,Nonsberg
Vallisandelache,,,,,,Andlau
Vallis Claronen.,,,,,,Glarus
Valliscomitis,,,,,,Gräfenthal
Vallis Dei,,,,,,Gottesthal
Vallisleodri,,,,,,Valle di Ledro
Vallismasonis,,,,,,Masmünster
Vallissanctgeorgii,,,,,,Georgenthal
Vallissanctemarie,,,,,,Marienstern
"Vallisolis, Valsunna",,,,,,Sulzberg
Vanstorff,,,,,,Fonsdorf
Vapincen.,,,,,,Gap
Varangéville,Warengueilla,Tullen. dioc.,,priorat. de Portu o. s. B.,159,
Varemonasterium,,,,,,Fahr
Varnen,,,,ep.,295,
Vauren.,,,,,,Lavour
Vaux-de-Cernay,Vallessarnar.,Paris. dioc.,mon. o. s. B.,,183,
Vechingen,Vekingen,Meten. dioc.,par. eccl.,,"319, 320",
Vechta,Vechte,Osnab. dioc.,par. eccl.,,213,
Veen,,Traiect. dioc.,,domina,139,
Vehra,Veere,Magunt. dioc.,,locus,281,
Veilsdorf,Veylstorff,Herbipol. dioc.,mon. o. s. B.,abb. et conv.,79,
Veitshöchheim,Feitzchochem,Herbi-pol. dioc.,par. eccl.,,216,
Vekingen,,,,,,Vechingen
Velen,,,,,,Filehne
Vels,,,,,,Weutsch
Venecompen,,,,ep.,"10, 348",
Venedig,Venetia,,,civit.,"48, 209",
Venedig,Venetia,,,ducatus,307,
Verchetin.,,,,,,Virchenzin
Verden,,,,ep. (el.),"15, 22, 57, 145, 217, 231, 271, 357, 375",
Verden,,,,vic. gen.,231,
Verden,,,eccl.,celeraria,343,
Verden,,,eccl.,dign.,"145, 343",
Verden,,,eccl.,can.,"145, 254, 343",
Verden,,,eccl.,capit.,"57, 357, 375",
Verden,,,eccl.,vic.,"57, 246, 247, 349",
Verden,,,eccl. s. Andree,vic.,"82, 83, 84",
Verden,,,eccl. s. Nicolai,vic.,140,
Verden,,,,presb.,"231, 396",
Verden,,,,cler.,"57, 83, 122, 148, 151, 156, 183, 220, 265, 266, 286, 322, 357, 395",
Verden,,,,dioc.,145,
Verden,,,,nuntius,66,
Verden,,,,collector,"194, 226, 267",
Verden,,,,subcollect.,236,
Verden,,,,laici,357,
Verdun,Virdunen.,,eccl.,decan.,101,
Verdun,Virdunen.,,eccl.,scolast.,102,
Verdun,Virdunen.,,eccl.,can.,"46, 102, 180, 184, 229, 268, 314, 315, 398",
Verdun,Virdunen.,,eccl. b. Marie Magdalene,can.,102,
Verdun,Virdunen.,,,dioc.,335,
Verviers,Veruiers,Leod. dioc.,par. eccl.,,318,
Vesprimen.,,,,,,Wesprim
Vesterzuborch,,,,,,West-Zouburg
Veylstorff,,,,,,Veilsdorf
Vggeldorp,,,,,,Vogelsdorf
Vianen,Vyanen,Traiect. dioc.,,domicellus,189,
Viechtach,Vichtach,Ratisp. dioc.,par. eccl.,,"48, 359, 401",
Viene,,,mon. s. Antonii,,"21, 25, 60, 219, 222, 307, 308, 310, 329",
Viene,,,mon. s. Antonii,abb. et conv.,308,
Viene,,,mon. s. Antonii,can.,"25, 30, 59, 131, 228, 308, 310",
S. Vigilio in Rendena-Tal,in Randena,Trident. dioc.,par. eccl. s. Vigilii,,233,
Vilhautte,,,,,,Ville-Haute
Vilich,"Vilica, Vilika",Colon. dioc.,mon. o. s. B.,abb. et conv.,169,
Vilich,"Vilica, Vilika",Colon. dioc.,mon. o. s. B.,can.,169,
"Villacapelle, Villakeppel",,,,,,Kappel
Villach,,Salzb. dioc.,,civit. et castrum,116,
Villafranca,,,,portus,334,
Ville-Haute,Vilhaute,Leod. dioc.,,person.,11,
Viller,,,,,,Weiler
Villingen,Vilingen,Const. dioc.,,decan.,115,
Villingen,Vilingen,Const. dioc.,par. eccl. in Vetereuilla e. m.,,327,
Villingen,Vilingen,Const. dioc.,capel. s. Johannis bapt.,,327,
Vilmeringhen,,,,,,Vollmaringen
Vilshofen,Wilshofen,Patav. dioc.,eccl. s. Johannis,can.,364,
Vimbuch,"Bintburch, Vinburch",Argent. dioc.,par. eccl.,,341,
Virchenzin,Verchetin,Camin. dioc.,par. eccl.,,145,
Virdunen.,,,,,,Verdun
Virnays,,Leod. dioc.,,dominus,109,
Vischpachaw,,,,,,Fischbachau
Vischusen,,,,,,Fischhausen
Vislicien.,,,,,,Wislica
Viterbo,,,,civit.,20,
Vivente,Viventin.,,,"opid., civit.",6,
Vlake,,Traiect. dioc.,par. eccl.,,218,
Vlechtorp,,,,,,Flechtdorf
Vlensborch,,,,,,Flensburg
Vlissingen,"AntiquaVlissinghen, Ouder-vlissinghen",Traiect. dioc.,par. eccl.,,"62, 136",
Vlodrop,Vlodorp,Leod. dioc.,par. eccl.,,177,
Vochburg,,,,,,Vohburg
Vöcklabruck,Wegklaprük,Patav. dioc.,par. eccl. cum hosp. paup.,,62,
Voerhaut,,,,,,Voorhout
Voettere,,Osnab. dioc.,par. eccl.,,30,
Vogelsdorf,Vggeldorp,Sleswic. dioc.,par. eccl.,,11,
Vogtareuth,Vogcterrawt,Salzb. dioc.,par. eccl. s. Emerami,,210,
Vohburg,Vochburg,Ratisp. dioc.,par. eccl.,,26,
Voigtshagen,Woghedehaghen,Zwerin. dioc.,par. eccl.,,196,
Voitzberg,Voyczperg,Seccov. dioc.,par. eccl.,,182,
Völkermarkt,Volkrmarcht,Salzb. dioc.,,civit.,138,
Volkerode,Wolkenderode,Magunt. dioc.,mon. Cist. ord.,abb.,81,
Vollmaringen,Vilmeringhen,Const. dioc.,par. eccl.,,226,
Volterra,Vulterran.,,,ep.,"55, 111, 261",
Volterra,Vulterran.,,eccl.,can.,185,
Voorhout,Voerhaut,Traiect. dioc.,par. eccl. b. Marie,,42,
Voorne,Vorne,Traiect. dioc.,capel. s. Pancratii,,190,
Voorschoten,Voorscoten,Traiect. dioc.,par. eccl.,,180,
Vorheim,,,,,,Forchheim
Voring,,,,,,Föring
Vorne,,,,,,Voorne
Voyczperg,,,,,,Voitsberg
Vralinchusen,,,,,,Frehlinghausen
Vrannen,,,,,,Uri
Vrechen,,Colon. dioc.,par. eccl.,,171,
Vreden,,Monast. dioc.,mon. o. s. B.,abbat. et conv.,367,
Vrisheim,Vrishem,Colon. dioc.,par. eccl.,,171,
Vritzlarien.,,,,,,Fritzlar
Vrunebec,,,,,,Grünberg
Vulensike,,? Bremen. dioc.,par. eccl.,,57,
Vulfelbotel,,,,,,Wolfenbüttel
Vulterranen.,,,,,,Volterra
Vunstorp,,,,,,Wunstorf
Vyanen,,,,,,Vianen
Wagram,,Patav. dioc.,par. eccl. s. Stephani,,"50, 261, 262, 300, 352",
Wahingen,,,,,,Wehingen
Waibstadt,Weypstad,Wormat. dioc.,par. eccl.,,205,
Waidhofen,Waydehouen super Ybsam [Ybbs],Patav. dioc.,par. eccl. s. Lamperti,,"119, 122, 170, 223",
Walchern,Wallacia,Traiect. dioc.,eccl. b. Marie in partibus W.,alt.,220,
Waldberghem,"? Bergen, Bergem, Berghen",Magunt. dioc.,par. eccl.,,"315, 316, 398",
Waldhausen,Walthusen,Magunt. dioc.,capel. s. Martini,,120,
